A	B	Competition	Cooperation	A_B	dist	A_idx	B_idx	bin	IQ_outlier_comp	IQ_outlier_coop	zscore_comp	zscore_coop	MRCA_level	MRCA_taxa	A_taxa	B_taxa
4836	UMGS244	GCF_000179135.1	0.75609756097561	0.150684931506849	UMGS244_GCF_000179135.1	1.79189	2023	933	135	Positive		2.85122714485139	-0.404147740907902	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_Escherichia coli
4837	UMGS244	GCF_000179095.1	0.75609756097561	0.144827586206897	UMGS244_GCF_000179095.1	1.79392	2023	934	135	Positive		2.85122714485139	-0.514122058455184	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_Escherichia coli
4838	UMGS244	GCF_000179115.1	0.75	0.151724137931034	UMGS244_GCF_000179115.1	1.79197	2023	935	135	Positive		2.78362535356956	-0.384636168439836	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_Escherichia coli
4839	UMGS244	GCF_000179155.1	0.75	0.145833333333333	UMGS244_GCF_000179155.1	1.79299	2023	937	135	Positive		2.78362535356956	-0.495238699494625	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_Escherichia coli
4840	UMGS247	GCF_000164555.1	0.756944444444444	0.16793893129771	UMGS247_GCF_000164555.1	1.79154	2027	908	135	Positive		2.86061628252942	-0.0801960606174381	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Muribaculaceae:g_CAG-1031:s_CAG-1031 sp2	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_Escherichia coli
4841	UMGS252	12718_7_2	0.785234899328859	0.145985401459854	UMGS252_12718_7_2	1.79262	2031	34	135	Positive		3.17426389245318	-0.492383551372322	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Actinomycetaceae:g_Actinomyces_B:s_GCF_001838165.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_Escherichia coli
4842	UMGS252	12718_7_19	0.751677852348993	0.164179104477612	UMGS252_12718_7_19	1.79314	2031	38	135	Positive		2.80222718875449	-0.150788516322523	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Actinomycetaceae:g_Actinomyces_B:s_GCF_001838165.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
4843	UMGS252	12718_7_55	0.778523489932886	0.140740740740741	UMGS252_12718_7_55	1.79121	2031	63	135	Positive		3.09985655171344	-0.590854437723553	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Actinomycetaceae:g_Actinomyces_B:s_GCF_001838165.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Kluyvera:s_
4844	UMGS252	14637_1_53	0.785234899328859	0.152173913043478	UMGS252_14637_1_53	1.79601	2031	313	135	Positive		3.17426389245318	-0.376191436482308	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Actinomycetaceae:g_Actinomyces_B:s_GCF_001838165.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
4845	UMGS252	15841_8_80	0.785234899328859	0.152173913043478	UMGS252_15841_8_80	1.79367	2031	325	135	Positive		3.17426389245318	-0.376191436482308	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Actinomycetaceae:g_Actinomyces_B:s_GCF_001838165.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
4846	UMGS252	18048_1_37	0.751677852348993	0.164179104477612	UMGS252_18048_1_37	1.7948	2031	340	135	Positive		2.80222718875449	-0.150788516322523	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Actinomycetaceae:g_Actinomyces_B:s_GCF_001838165.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
4847	UMGS252	20298_3_77	0.771812080536913	0.160583941605839	UMGS252_20298_3_77	1.79082	2031	628	135	Positive		3.02544921097371	-0.218289331631773	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Actinomycetaceae:g_Actinomyces_B:s_GCF_001838165.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
4848	UMGS252	GCF_000010485.1	0.785234899328859	0.152173913043478	UMGS252_GCF_000010485.1	1.79056	2031	742	135	Positive		3.17426389245318	-0.376191436482308	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Actinomycetaceae:g_Actinomyces_B:s_GCF_001838165.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
4849	UMGS252	GCF_000157115.2	0.74496644295302	0.165413533834586	UMGS252_GCF_000157115.2	1.79236	2031	811	135			2.72781984801475	-0.127611544649936	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Actinomycetaceae:g_Actinomyces_B:s_GCF_001838165.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
4850	UMGS252	GCF_000159895.2	0.758389261744966	0.162962962962963	UMGS252_GCF_000159895.2	1.79054	2031	856	135	Positive		2.87663452949422	-0.173622125451822	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Actinomycetaceae:g_Actinomyces_B:s_GCF_001838165.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_Escherichia coli
4851	UMGS252	GCF_000164195.1	0.751677852348993	0.157894736842105	UMGS252_GCF_000164195.1	1.79051	2031	890	135	Positive		2.80222718875449	-0.268780372110294	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Actinomycetaceae:g_Actinomyces_B:s_GCF_001838165.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
4852	UMGS252	GCF_000164235.1	0.785234899328859	0.158273381294964	UMGS252_GCF_000164235.1	1.79207	2031	891	135	Positive		3.17426389245318	-0.261671150583509	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Actinomycetaceae:g_Actinomyces_B:s_GCF_001838165.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_Escherichia coli
4853	UMGS252	GCF_000164215.1	0.758389261744966	0.162962962962963	UMGS252_GCF_000164215.1	1.79165	2031	895	135	Positive		2.87663452949422	-0.173622125451822	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Actinomycetaceae:g_Actinomyces_B:s_GCF_001838165.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_Escherichia coli
4854	UMGS252	GCF_000164295.1	0.785234899328859	0.152173913043478	UMGS252_GCF_000164295.1	1.79836	2031	896	135	Positive		3.17426389245318	-0.376191436482308	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Actinomycetaceae:g_Actinomyces_B:s_GCF_001838165.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
4855	UMGS252	GCF_000164415.1	0.74496644295302	0.165413533834586	UMGS252_GCF_000164415.1	1.79227	2031	897	135			2.72781984801475	-0.127611544649936	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Actinomycetaceae:g_Actinomyces_B:s_GCF_001838165.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
4856	UMGS252	GCF_000164355.1	0.778523489932886	0.165467625899281	UMGS252_GCF_000164355.1	1.79858	2031	898	135	Positive		3.09985655171344	-0.126595941574665	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Actinomycetaceae:g_Actinomyces_B:s_GCF_001838165.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
4857	UMGS252	GCF_000164435.1	0.785234899328859	0.152173913043478	UMGS252_GCF_000164435.1	1.7951	2031	899	135	Positive		3.17426389245318	-0.376191436482308	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Actinomycetaceae:g_Actinomyces_B:s_GCF_001838165.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
4858	UMGS252	GCF_000164455.1	0.785234899328859	0.158273381294964	UMGS252_GCF_000164455.1	1.7924	2031	900	135	Positive		3.17426389245318	-0.261671150583509	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Actinomycetaceae:g_Actinomyces_B:s_GCF_001838165.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_Escherichia coli
4859	UMGS252	GCF_000164495.1	0.785234899328859	0.158273381294964	UMGS252_GCF_000164495.1	1.79219	2031	901	135	Positive		3.17426389245318	-0.261671150583509	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Actinomycetaceae:g_Actinomyces_B:s_GCF_001838165.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
4860	UMGS252	GCF_000164515.1	0.791946308724832	0.151079136690647	UMGS252_GCF_000164515.1	1.79203	2031	902	135	Positive		3.24867123319291	-0.396746359592353	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Actinomycetaceae:g_Actinomyces_B:s_GCF_001838165.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_Escherichia coli
4861	UMGS252	GCF_000164475.1	0.785234899328859	0.158273381294964	UMGS252_GCF_000164475.1	1.79231	2031	903	135	Positive		3.17426389245318	-0.261671150583509	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Actinomycetaceae:g_Actinomyces_B:s_GCF_001838165.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_Escherichia coli
4862	UMGS252	GCF_000164615.1	0.758389261744966	0.156716417910448	UMGS252_GCF_000164615.1	1.79329	2031	909	135	Positive		2.87663452949422	-0.290903845070491	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Actinomycetaceae:g_Actinomyces_B:s_GCF_001838165.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
4863	UMGS252	GCF_000179135.1	0.785234899328859	0.158273381294964	UMGS252_GCF_000179135.1	1.79114	2031	933	135	Positive		3.17426389245318	-0.261671150583509	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Actinomycetaceae:g_Actinomyces_B:s_GCF_001838165.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_Escherichia coli
4864	UMGS252	GCF_000179095.1	0.778523489932886	0.165467625899281	UMGS252_GCF_000179095.1	1.79317	2031	934	135	Positive		3.09985655171344	-0.126595941574665	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Actinomycetaceae:g_Actinomyces_B:s_GCF_001838165.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_Escherichia coli
4865	UMGS252	GCF_000179115.1	0.785234899328859	0.152173913043478	UMGS252_GCF_000179115.1	1.79122	2031	935	135	Positive		3.17426389245318	-0.376191436482308	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Actinomycetaceae:g_Actinomyces_B:s_GCF_001838165.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_Escherichia coli
4866	UMGS252	GCF_000179155.1	0.778523489932886	0.159420289855072	UMGS252_GCF_000179155.1	1.79224	2031	937	135	Positive		3.09985655171344	-0.240137421611094	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Actinomycetaceae:g_Actinomyces_B:s_GCF_001838165.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_Escherichia coli
4867	UMGS252	UMGS970	0.74496644295302	0.152671755725191	UMGS252_UMGS970	1.79184	2031	2779	135			2.72781984801475	-0.366844214086567	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Actinomycetaceae:g_Actinomyces_B:s_GCF_001838165.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Pantoea:s_
4868	UMGS259	GCF_000517745.1	0.777027027027027	0.122137404580153	UMGS259_GCF_000517745.1	1.79901	2038	1183	135	Positive		3.08326572573769	-0.940140521024826	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Muribaculaceae:g_CAG-873:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Providencia:s_Providencia alcalifaciens_A
4869	UMGS259	GCF_000527275.1	0.777027027027027	0.122137404580153	UMGS259_GCF_000527275.1	1.79747	2038	1188	135	Positive		3.08326572573769	-0.940140521024826	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Muribaculaceae:g_CAG-873:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Providencia:s_Providencia alcalifaciens_A
4870	UMGS259	GCF_000527255.1	0.77027027027027	0.116279069767442	UMGS259_GCF_000527255.1	1.79798	2038	1189	135	Positive		3.00835563269565	-1.05013341712345	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Muribaculaceae:g_CAG-873:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Providencia:s_Providencia alcalifaciens
4871	UMGS259	GCF_000527295.1	0.77027027027027	0.116279069767442	UMGS259_GCF_000527295.1	1.79881	2038	1190	135	Positive		3.00835563269565	-1.05013341712345	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Muribaculaceae:g_CAG-873:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Providencia:s_Providencia alcalifaciens
4872	UMGS259	GCF_000527315.1	0.790540540540541	0.113636363636364	UMGS259_GCF_000527315.1	1.79911	2038	1192	135	Positive		3.23308591182176	-1.09975142466105	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Muribaculaceae:g_CAG-873:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Providencia:s_Providencia alcalifaciens
4873	UMGS259	UMGS54	0.763513513513513	0.150375939849624	UMGS259_UMGS54	1.79754	2038	2330	135	Positive		2.93344553965362	-0.409949199570652	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Muribaculaceae:g_CAG-873:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Pantoea:s_
4874	UMGS287	12718_7_12	0.779069767441861	0.167701863354037	UMGS287_12718_7_12	1.79828	2065	25	135	Positive		3.10591296316901	-0.0846471189011269	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotellamassilia:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Klebsiella:s_Klebsiella pneumoniae
4875	UMGS287	12718_7_3	0.773255813953488	0.163522012578616	UMGS287_12718_7_3	1.79894	2065	29	135	Positive		3.04145544124911	-0.163125715080214	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotellamassilia:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Enterobacter:s_Enterobacter mori
4876	UMGS287	12718_7_49	0.784883720930233	0.166666666666667	UMGS287_12718_7_49	1.79694	2065	56	135	Positive		3.17037048508889	-0.104083406739861	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotellamassilia:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Enterobacter:s_
4877	UMGS287	12718_7_50	0.773255813953488	0.163522012578616	UMGS287_12718_7_50	1.792	2065	64	135	Positive		3.04145544124911	-0.163125715080214	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotellamassilia:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Enterobacter:s_Enterobacter cloacae_A
4878	UMGS287	13154_4_42	0.779069767441861	0.1625	UMGS287_13154_4_42	1.79601	2065	106	135	Positive		3.10591296316901	-0.182314465290817	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotellamassilia:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Enterobacter:s_Enterobacter steigerwaltii
4879	UMGS287	20287_6_6	0.744186046511628	0.163398692810458	UMGS287_20287_6_6	1.79798	2065	478	135			2.71916783164967	-0.165441099720996	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotellamassilia:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Klebsiella_A:s_Klebsiella_A sp1
4880	UMGS287	20298_2_20	0.784883720930233	0.161490683229814	UMGS287_20298_2_20	1.795	2065	511	135	Positive		3.17037048508889	-0.201264845933588	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotellamassilia:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Klebsiella:s_Klebsiella variicola
4881	UMGS287	20298_2_67	0.796511627906977	0.159509202453988	UMGS287_20298_2_67	1.79926	2065	553	135	Positive		3.29928552892867	-0.238468047195482	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotellamassilia:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Klebsiella_A:s_Klebsiella_A michiganensis_A
4882	UMGS287	20298_3_17	0.802325581395349	0.148148148148148	UMGS287_20298_3_17	1.79618	2065	562	135	Positive		3.36374305084856	-0.451777000299649	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotellamassilia:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Citrobacter:s_Citrobacter freundii
4883	UMGS287	20298_3_13	0.790697674418605	0.160493827160494	UMGS287_20298_3_13	1.79687	2065	563	135	Positive		3.23482800700878	-0.21998127125979	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotellamassilia:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Klebsiella_A:s_Klebsiella_A oxytoca
4884	UMGS287	20298_3_15	0.796511627906977	0.164634146341463	UMGS287_20298_3_15	1.79564	2065	564	135	Positive		3.29928552892867	-0.142244898715948	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotellamassilia:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Klebsiella_A:s_Klebsiella_A michiganensis_A
4885	UMGS287	20298_3_37	0.790697674418605	0.15527950310559	UMGS287_20298_3_37	1.79671	2065	584	135	Positive		3.23482800700878	-0.317882572966068	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotellamassilia:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Klebsiella:s_Klebsiella pneumoniae
4886	UMGS287	GCF_000173415.1	0.784883720930233	0.150943396226415	UMGS287_GCF_000173415.1	1.79559	2065	919	135	Positive		3.17037048508889	-0.399294948441568	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotellamassilia:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Providencia:s_Providencia alcalifaciens
4887	UMGS287	GCF_000238735.1	0.755813953488372	0.155844155844156	UMGS287_GCF_000238735.1	1.79917	2065	1018	135	Positive		2.84808287548944	-0.307280961417657	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotellamassilia:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Citrobacter:s_Citrobacter portucalensis
4888	UMGS287	GCF_000300935.1	0.796511627906977	0.159509202453988	UMGS287_GCF_000300935.1	1.79932	2065	1050	135	Positive		3.29928552892867	-0.238468047195482	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotellamassilia:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Klebsiella:s_Klebsiella pneumoniae
4889	UMGS287	GCF_000527215.1	0.790697674418605	0.160493827160494	UMGS287_GCF_000527215.1	1.79883	2065	1187	135	Positive		3.23482800700878	-0.21998127125979	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotellamassilia:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Klebsiella_A:s_Klebsiella_A oxytoca
4890	UMGS287	UMGS1256	0.755813953488372	0.155844155844156	UMGS287_UMGS1256	1.79094	2065	1613	135	Positive		2.84808287548944	-0.307280961417657	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotellamassilia:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Atlantibacter:s_Atlantibacter hermannii
4891	UMGS287	UMGS836	0.773255813953488	0.16875	UMGS287_UMGS836	1.79589	2065	2632	135	Positive		3.04145544124911	-0.0649678774643919	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotellamassilia:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Morganella:s_
4892	UMGS333	12718_7_12	0.76969696969697	0.158940397350993	UMGS333_12718_7_12	1.79768	2116	25	135	Positive		3.00199962480118	-0.249147621271438	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotellamassilia:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Klebsiella:s_Klebsiella pneumoniae
4893	UMGS333	12718_7_3	0.763636363636364	0.165562913907285	UMGS333_12718_7_3	1.79834	2116	29	135	Positive		2.9348075413453	-0.124806865958658	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotellamassilia:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Enterobacter:s_Enterobacter mori
4894	UMGS333	12718_7_49	0.781818181818182	0.167741935483871	UMGS333_12718_7_49	1.79634	2116	56	135	Positive		3.13638379171295	-0.0838947464686536	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotellamassilia:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Enterobacter:s_
4895	UMGS333	12718_7_50	0.763636363636364	0.165562913907285	UMGS333_12718_7_50	1.7914	2116	64	135	Positive		2.9348075413453	-0.124806865958658	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotellamassilia:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Enterobacter:s_Enterobacter cloacae_A
